product_id;order_id;quantity;selling_price;cost_of_sales;total_price;total_cost
101176;10379;1;30;21.3;30.0;21.296875
100792;10379;1;160;107.2;160.0;107.1875
100125;10379;1;60;39.6;60.0;39.59375
100190;10380;2;250;180;500.0;360.0
101370;10380;1;100;70;100.0;70.0
100125;10380;1;60;39.6;60.0;39.59375
100844;10380;2;310;204.6;620.0;409.25
100927;10380;2;180;135;360.0;270.0
100792;10380;1;160;107.2;160.0;107.1875
100407;10380;2;40;31.2;80.0;62.40625
101270;10380;4;50;35;200.0;140.0
100701;10380;1;170;122.4;170.0;122.375
101221;10381;6;40;26;240.0;156.0
101035;10381;1;900;666;900.0;666.0
100488;10381;1;200;156;200.0;156.0
100276;10381;5;40;27.6;200.0;137.96875
101002;10381;3;575;402.5;1725.0;1207.5
100844;10381;2;310;204.6;620.0;409.25
100548;10381;1;230;151.8;230.0;151.75
101270;10381;4;50;35;200.0;140.0
100407;10381;2;40;31.2;80.0;62.40625
100514;10381;1;175;134.75;175.0;134.75
100607;10381;4;120;86.4;480.0;345.5
100701;10381;4;170;122.4;680.0;489.5
100973;10381;1;500;355;500.0;355.0
100792;10381;2;160;107.2;320.0;214.375
100290;10381;2;350;234.5;700.0;469.0
100374;10381;2;110;74.8;220.0;149.625
101176;10381;3;30;21.3;90.0;63.890625
101002;10382;1;575;402.5;575.0;402.5
100844;10382;2;310;204.6;620.0;409.25
100125;10382;2;60;39.6;120.0;79.1875
101370;10382;2;100;70;200.0;140.0
101114;10382;1;1100;803;1100.0;803.0
100276;10382;2;40;27.6;80.0;55.1875
100978;10382;1;650;520;650.0;520.0
100701;10382;2;170;122.4;340.0;244.75
100792;10382;1;160;107.2;160.0;107.1875
100607;10383;2;120;86.4;240.0;172.75
100514;10383;1;175;134.75;175.0;134.75
101035;10383;1;900;666;900.0;666.0
100978;10383;2;650;520;1300.0;1040.0
100548;10383;1;230;151.8;230.0;151.75
100290;10383;1;350;234.5;350.0;234.5
100374;10383;1;110;74.8;110.0;74.8125
101370;10383;1;100;70;100.0;70.0
100125;10383;2;60;39.6;120.0;79.1875
100276;10383;3;40;27.6;120.0;82.78125
100973;10383;1;500;355;500.0;355.0
100792;10384;1;160;107.2;160.0;107.1875
101270;10384;4;50;35;200.0;140.0
100927;10384;2;180;135;360.0;270.0
101457;10384;2;90;67.5;180.0;135.0
100978;10384;2;650;520;1300.0;1040.0
100599;10384;1;340;255;340.0;255.0
100125;10384;1;60;39.6;60.0;39.59375
101002;10384;2;575;402.5;1150.0;805.0
100488;10384;1;200;156;200.0;156.0
100607;10384;1;120;86.4;120.0;86.375
101221;10384;1;40;26;40.0;26.0
100276;10384;2;40;27.6;80.0;55.1875
100488;10385;2;200;156;400.0;312.0
100514;10385;1;175;134.75;175.0;134.75
100548;10385;2;230;151.8;460.0;303.5
101221;10385;3;40;26;120.0;78.0
100607;10385;1;120;86.4;120.0;86.375
101002;10385;1;575;402.5;575.0;402.5
100978;10385;1;650;520;650.0;520.0
101114;10385;2;1100;803;2200.0;1606.0
100973;10385;2;500;355;1000.0;710.0
100125;10385;1;60;39.6;60.0;39.59375
101370;10385;3;100;70;300.0;210.0
100599;10385;1;340;255;340.0;255.0
100276;10385;6;40;27.6;240.0;165.5625
100407;10385;2;40;31.2;80.0;62.40625
101002;10386;2;575;402.5;1150.0;805.0
100701;10386;3;170;122.4;510.0;367.125
100792;10386;4;160;107.2;640.0;428.75
101270;10386;2;50;35;100.0;70.0
101035;10386;1;900;666;900.0;666.0
100290;10386;1;350;234.5;350.0;234.5
100125;10387;1;60;39.6;60.0;39.59375
101002;10387;2;575;402.5;1150.0;805.0
100276;10387;2;40;27.6;80.0;55.1875
100844;10387;1;310;204.6;310.0;204.625
101114;10387;1;1100;803;1100.0;803.0
100190;10387;2;250;180;500.0;360.0
100548;10387;1;230;151.8;230.0;151.75
100701;10387;2;170;122.4;340.0;244.75
100514;10387;1;175;134.75;175.0;134.75
100374;10387;1;110;74.8;110.0;74.8125
101270;10387;2;50;35;100.0;70.0
101370;10387;1;100;70;100.0;70.0
100190;10388;3;250;180;750.0;540.0
101221;10388;4;40;26;160.0;104.0
100701;10388;3;170;122.4;510.0;367.125
101002;10388;2;575;402.5;1150.0;805.0
101176;10388;4;30;21.3;120.0;85.1875
101035;10388;2;900;666;1800.0;1332.0
101457;10388;2;90;67.5;180.0;135.0
100548;10388;1;230;151.8;230.0;151.75
100488;10388;1;200;156;200.0;156.0
100978;10388;3;650;520;1950.0;1560.0
100607;10388;4;120;86.4;480.0;345.5
100973;10388;2;500;355;1000.0;710.0
100844;10388;3;310;204.6;930.0;613.875
100374;10388;2;110;74.8;220.0;149.625
100290;10388;2;350;234.5;700.0;469.0
101370;10388;1;100;70;100.0;70.0
100927;10388;1;180;135;180.0;135.0
100973;10389;1;500;355;500.0;355.0
100290;10389;1;350;234.5;350.0;234.5
100701;10389;1;170;122.4;170.0;122.375
101176;10389;1;30;21.3;30.0;21.296875
101370;10389;3;100;70;300.0;210.0
101035;10389;1;900;666;900.0;666.0
100792;10389;4;160;107.2;640.0;428.75
101221;10389;3;40;26;120.0;78.0
100276;10389;2;40;27.6;80.0;55.1875
100607;10389;2;120;86.4;240.0;172.75
100599;10389;1;340;255;340.0;255.0
101002;10389;1;575;402.5;575.0;402.5
101035;10390;2;900;666;1800.0;1332.0
101114;10390;2;1100;803;2200.0;1606.0
100514;10390;2;175;134.75;350.0;269.5
100407;10390;2;40;31.2;80.0;62.40625
101221;10390;3;40;26;120.0;78.0
101002;10390;3;575;402.5;1725.0;1207.5
100701;10390;1;170;122.4;170.0;122.375
100374;10390;1;110;74.8;110.0;74.8125
100927;10390;3;180;135;540.0;405.0
101270;10390;4;50;35;200.0;140.0
101370;10390;1;100;70;100.0;70.0
100190;10390;2;250;180;500.0;360.0
100844;10390;3;310;204.6;930.0;613.875
101457;10390;1;90;67.5;90.0;67.5
100973;10390;2;500;355;1000.0;710.0
100125;10390;3;60;39.6;180.0;118.78125
101176;10390;3;30;21.3;90.0;63.890625
100978;10390;2;650;520;1300.0;1040.0
100514;10391;1;175;134.75;175.0;134.75
100701;10391;4;170;122.4;680.0;489.5
100125;10391;1;60;39.6;60.0;39.59375
100276;10391;3;40;27.6;120.0;82.78125
100927;10391;1;180;135;180.0;135.0
100488;10391;2;200;156;400.0;312.0
100844;10391;3;310;204.6;930.0;613.875
101002;10392;1;575;402.5;575.0;402.5
101457;10392;1;90;67.5;90.0;67.5
101176;10392;2;30;21.3;60.0;42.59375
100290;10392;1;350;234.5;350.0;234.5
100407;10392;2;40;31.2;80.0;62.40625
100599;10392;1;340;255;340.0;255.0
100488;10392;1;200;156;200.0;156.0
100844;10392;1;310;204.6;310.0;204.625
100701;10392;1;170;122.4;170.0;122.375
100701;10393;2;170;122.4;340.0;244.75
100190;10393;2;250;180;500.0;360.0
100792;10393;1;160;107.2;160.0;107.1875
100407;10393;2;40;31.2;80.0;62.40625
101002;10393;2;575;402.5;1150.0;805.0
100599;10393;1;340;255;340.0;255.0
100927;10393;1;180;135;180.0;135.0
100125;10393;2;60;39.6;120.0;79.1875
100792;10394;2;160;107.2;320.0;214.375
100374;10394;1;110;74.8;110.0;74.8125
101035;10394;1;900;666;900.0;666.0
101270;10394;1;50;35;50.0;35.0
100548;10394;1;230;151.8;230.0;151.75
101114;10394;1;1100;803;1100.0;803.0
100978;10394;1;650;520;650.0;520.0
100276;10394;4;40;27.6;160.0;110.375
100701;10394;1;170;122.4;170.0;122.375
100973;10394;1;500;355;500.0;355.0
100607;10395;2;120;86.4;240.0;172.75
100599;10395;1;340;255;340.0;255.0
101457;10395;1;90;67.5;90.0;67.5
100844;10395;1;310;204.6;310.0;204.625
100701;10395;1;170;122.4;170.0;122.375
100548;10395;1;230;151.8;230.0;151.75
100374;10395;1;110;74.8;110.0;74.8125
101270;10395;1;50;35;50.0;35.0
100290;10395;1;350;234.5;350.0;234.5
100927;10396;2;180;135;360.0;270.0
101221;10396;3;40;26;120.0;78.0
101114;10396;1;1100;803;1100.0;803.0
101035;10396;1;900;666;900.0;666.0
100276;10396;3;40;27.6;120.0;82.78125
100548;10396;1;230;151.8;230.0;151.75
101457;10396;2;90;67.5;180.0;135.0
100514;10396;1;175;134.75;175.0;134.75
100514;10397;1;175;134.75;175.0;134.75
101270;10397;3;50;35;150.0;105.0
101221;10397;4;40;26;160.0;104.0
101002;10397;2;575;402.5;1150.0;805.0
100290;10397;1;350;234.5;350.0;234.5
100973;10398;1;500;355;500.0;355.0
101035;10398;1;900;666;900.0;666.0
100190;10398;1;250;180;250.0;180.0
100488;10398;1;200;156;200.0;156.0
101176;10398;1;30;21.3;30.0;21.296875
101114;10398;1;1100;803;1100.0;803.0
101457;10399;1;90;67.5;90.0;67.5
100792;10399;2;160;107.2;320.0;214.375
100548;10399;1;230;151.8;230.0;151.75
100374;10399;1;110;74.8;110.0;74.8125
100599;10399;1;340;255;340.0;255.0
101035;10399;1;900;666;900.0;666.0
101002;10399;1;575;402.5;575.0;402.5
100978;10399;2;650;520;1300.0;1040.0
101114;10399;1;1100;803;1100.0;803.0
101221;10399;3;40;26;120.0;78.0
100973;10400;2;500;355;1000.0;710.0
101114;10400;1;1100;803;1100.0;803.0
100488;10400;1;200;156;200.0;156.0
101270;10400;2;50;35;100.0;70.0
100125;10400;2;60;39.6;120.0;79.1875
100407;10400;2;40;31.2;80.0;62.40625
100607;10400;1;120;86.4;120.0;86.375
100927;10400;1;180;135;180.0;135.0
101035;10400;1;900;666;900.0;666.0
101221;10400;1;40;26;40.0;26.0
101176;10400;3;30;21.3;90.0;63.890625
100190;10400;1;250;180;250.0;180.0
100514;10401;1;175;134.75;175.0;134.75
100792;10401;2;160;107.2;320.0;214.375
101457;10401;2;90;67.5;180.0;135.0
100276;10401;3;40;27.6;120.0;82.78125
100290;10401;1;350;234.5;350.0;234.5
100701;10401;2;170;122.4;340.0;244.75
100548;10402;1;230;151.8;230.0;151.75
101370;10402;1;100;70;100.0;70.0
100599;10402;1;340;255;340.0;255.0
101457;10402;2;90;67.5;180.0;135.0
100125;10402;2;60;39.6;120.0;79.1875
101370;10403;2;100;70;200.0;140.0
100276;10403;2;40;27.6;80.0;55.1875
100973;10403;2;500;355;1000.0;710.0
100125;10403;2;60;39.6;120.0;79.1875
100607;10403;1;120;86.4;120.0;86.375
100701;10403;2;170;122.4;340.0;244.75
100374;10403;1;110;74.8;110.0;74.8125
100927;10404;2;180;135;360.0;270.0
100599;10404;1;340;255;340.0;255.0
100190;10404;1;250;180;250.0;180.0
100548;10404;1;230;151.8;230.0;151.75
101002;10404;2;575;402.5;1150.0;805.0
100607;10404;1;120;86.4;120.0;86.375
100374;10404;1;110;74.8;110.0;74.8125
100844;10404;2;310;204.6;620.0;409.25
100978;10404;2;650;520;1300.0;1040.0
101370;10404;1;100;70;100.0;70.0
101114;10404;1;1100;803;1100.0;803.0
100488;10405;1;200;156;200.0;156.0
100978;10405;2;650;520;1300.0;1040.0
101176;10405;3;30;21.3;90.0;63.890625
101270;10405;3;50;35;150.0;105.0
100973;10405;1;500;355;500.0;355.0
101035;10405;1;900;666;900.0;666.0
100607;10405;1;120;86.4;120.0;86.375
100548;10405;1;230;151.8;230.0;151.75
100276;10405;4;40;27.6;160.0;110.375
100701;10405;2;170;122.4;340.0;244.75
101457;10405;1;90;67.5;90.0;67.5
101035;10406;1;900;666;900.0;666.0
100488;10406;1;200;156;200.0;156.0
100599;10406;1;340;255;340.0;255.0
100290;10407;1;350;234.5;350.0;234.5
100792;10407;2;160;107.2;320.0;214.375
100978;10407;1;650;520;650.0;520.0
100599;10407;1;340;255;340.0;255.0
100514;10407;1;175;134.75;175.0;134.75
100844;10407;2;310;204.6;620.0;409.25
100607;10408;2;120;86.4;240.0;172.75
100407;10408;1;40;31.2;40.0;31.203125
100548;10408;1;230;151.8;230.0;151.75
100276;10408;4;40;27.6;160.0;110.375
101270;10408;4;50;35;200.0;140.0
101176;10408;1;30;21.3;30.0;21.296875
100125;10408;1;60;39.6;60.0;39.59375
100844;10409;1;310;204.6;310.0;204.625
100290;10409;1;350;234.5;350.0;234.5
100276;10409;3;40;27.6;120.0;82.78125
100927;10409;1;180;135;180.0;135.0
101114;10410;1;1100;803;1100.0;803.0
100927;10410;2;180;135;360.0;270.0
101176;10410;4;30;21.3;120.0;85.1875
100488;10410;1;200;156;200.0;156.0
100548;10410;1;230;151.8;230.0;151.75
100599;10410;1;340;255;340.0;255.0
101035;10410;1;900;666;900.0;666.0
101002;10410;2;575;402.5;1150.0;805.0
100190;10410;2;250;180;500.0;360.0
100374;10410;1;110;74.8;110.0;74.8125
100973;10410;1;500;355;500.0;355.0
100276;10410;4;40;27.6;160.0;110.375
101176;10411;3;30;21.3;90.0;63.890625
101457;10411;2;90;67.5;180.0;135.0
100125;10412;1;60;39.6;60.0;39.59375
100978;10412;2;650;520;1300.0;1040.0
100927;10412;1;180;135;180.0;135.0
100599;10413;1;340;255;340.0;255.0
100488;10413;1;200;156;200.0;156.0
101176;10413;2;30;21.3;60.0;42.59375
100407;10413;2;40;31.2;80.0;62.40625
100978;10413;2;650;520;1300.0;1040.0
100190;10413;2;250;180;500.0;360.0
100514;10413;1;175;134.75;175.0;134.75
100290;10413;1;350;234.5;350.0;234.5
101114;10413;1;1100;803;1100.0;803.0
100792;10414;1;160;107.2;160.0;107.1875
101114;10414;1;1100;803;1100.0;803.0
100190;10414;2;250;180;500.0;360.0
100548;10414;1;230;151.8;230.0;151.75
100599;10414;1;340;255;340.0;255.0
100514;10414;1;175;134.75;175.0;134.75
100844;10414;2;310;204.6;620.0;409.25
101035;10414;1;900;666;900.0;666.0
100973;10414;2;500;355;1000.0;710.0
101002;10414;1;575;402.5;575.0;402.5
100488;10414;1;200;156;200.0;156.0
101457;10414;1;90;67.5;90.0;67.5
100548;10415;1;230;151.8;230.0;151.75
100701;10415;2;170;122.4;340.0;244.75
101035;10415;1;900;666;900.0;666.0
101114;10415;1;1100;803;1100.0;803.0
100927;10415;2;180;135;360.0;270.0
100488;10415;1;200;156;200.0;156.0
100190;10415;1;250;180;250.0;180.0
100276;10415;3;40;27.6;120.0;82.78125
100514;10415;1;175;134.75;175.0;134.75
100792;10415;2;160;107.2;320.0;214.375
100844;10415;2;310;204.6;620.0;409.25
100514;10416;1;175;134.75;175.0;134.75
100290;10416;1;350;234.5;350.0;234.5
100514;10417;1;175;134.75;175.0;134.75
101035;10417;1;900;666;900.0;666.0
101002;10417;1;575;402.5;575.0;402.5
100125;10417;1;60;39.6;60.0;39.59375
100701;10417;1;170;122.4;170.0;122.375
101002;10418;1;575;402.5;575.0;402.5
100844;10418;2;310;204.6;620.0;409.25
101457;10418;2;90;67.5;180.0;135.0
100488;10418;1;200;156;200.0;156.0
100514;10418;1;175;134.75;175.0;134.75
101221;10418;3;40;26;120.0;78.0
101176;10418;3;30;21.3;90.0;63.890625
100488;10419;2;200;156;400.0;312.0
101176;10419;5;30;21.3;150.0;106.484375
100276;10419;5;40;27.6;200.0;137.96875
101002;10419;2;575;402.5;1150.0;805.0
101270;10419;2;50;35;100.0;70.0
101035;10419;2;900;666;1800.0;1332.0
100125;10419;3;60;39.6;180.0;118.78125
100488;10420;2;200;156;400.0;312.0
100374;10420;1;110;74.8;110.0;74.8125
100125;10420;2;60;39.6;120.0;79.1875
100927;10420;4;180;135;720.0;540.0
101221;10420;6;40;26;240.0;156.0
100978;10420;3;650;520;1950.0;1560.0
100407;10420;2;40;31.2;80.0;62.40625
100290;10421;1;350;234.5;350.0;234.5
101457;10421;1;90;67.5;90.0;67.5
101270;10421;1;50;35;50.0;35.0
100844;10421;2;310;204.6;620.0;409.25
100548;10421;1;230;151.8;230.0;151.75
100514;10421;1;175;134.75;175.0;134.75
100599;10421;1;340;255;340.0;255.0
100374;10421;1;110;74.8;110.0;74.8125
100607;10421;2;120;86.4;240.0;172.75
101035;10421;1;900;666;900.0;666.0
100514;10422;1;175;134.75;175.0;134.75
100125;10422;2;60;39.6;120.0;79.1875
101114;10422;1;1100;803;1100.0;803.0
100978;10422;1;650;520;650.0;520.0
101221;10422;3;40;26;120.0;78.0
100701;10422;2;170;122.4;340.0;244.75
101457;10422;2;90;67.5;180.0;135.0
101035;10422;1;900;666;900.0;666.0
100844;10422;2;310;204.6;620.0;409.25
100607;10422;1;120;86.4;120.0;86.375
100374;10422;1;110;74.8;110.0;74.8125
100276;10423;4;40;27.6;160.0;110.375
100488;10423;1;200;156;200.0;156.0
101002;10424;1;575;402.5;575.0;402.5
100125;10424;1;60;39.6;60.0;39.59375
100514;10424;1;175;134.75;175.0;134.75
101176;10425;3;30;21.3;90.0;63.890625
100125;10425;2;60;39.6;120.0;79.1875
101370;10425;1;100;70;100.0;70.0
100844;10426;2;310;204.6;620.0;409.25
101176;10426;2;30;21.3;60.0;42.59375
100290;10426;1;350;234.5;350.0;234.5
100607;10426;2;120;86.4;240.0;172.75
100190;10426;1;250;180;250.0;180.0
100488;10426;1;200;156;200.0;156.0
100548;10426;1;230;151.8;230.0;151.75
100927;10426;2;180;135;360.0;270.0
100978;10427;2;650;520;1300.0;1040.0
100374;10427;1;110;74.8;110.0;74.8125
101457;10427;1;90;67.5;90.0;67.5
101221;10427;2;40;26;80.0;52.0
100792;10427;2;160;107.2;320.0;214.375
100844;10427;2;310;204.6;620.0;409.25
101370;10427;1;100;70;100.0;70.0
100125;10427;1;60;39.6;60.0;39.59375
100407;10427;1;40;31.2;40.0;31.203125
101176;10427;4;30;21.3;120.0;85.1875
101176;10428;4;30;21.3;120.0;85.1875
100701;10428;1;170;122.4;170.0;122.375
100978;10428;1;650;520;650.0;520.0
100599;10428;1;340;255;340.0;255.0
101221;10428;4;40;26;160.0;104.0
100290;10428;1;350;234.5;350.0;234.5
100927;10428;2;180;135;360.0;270.0
100548;10428;1;230;151.8;230.0;151.75
100488;10428;1;200;156;200.0;156.0
100973;10428;2;500;355;1000.0;710.0
100190;10428;1;250;180;250.0;180.0
100125;10429;2;60;39.6;120.0;79.1875
101114;10429;1;1100;803;1100.0;803.0
100927;10429;1;180;135;180.0;135.0
101221;10429;1;40;26;40.0;26.0
101035;10429;1;900;666;900.0;666.0
100290;10429;1;350;234.5;350.0;234.5
101176;10429;4;30;21.3;120.0;85.1875
100514;10429;1;175;134.75;175.0;134.75
101457;10429;2;90;67.5;180.0;135.0
100792;10429;1;160;107.2;160.0;107.1875
100374;10429;1;110;74.8;110.0;74.8125
100548;10429;1;230;151.8;230.0;151.75
101035;10430;1;900;666;900.0;666.0
101370;10430;2;100;70;200.0;140.0
101002;10430;1;575;402.5;575.0;402.5
100973;10430;1;500;355;500.0;355.0
100599;10430;1;340;255;340.0;255.0
100276;10430;2;40;27.6;80.0;55.1875
100374;10430;1;110;74.8;110.0;74.8125
100190;10430;1;250;180;250.0;180.0
101457;10430;2;90;67.5;180.0;135.0
100792;10431;2;160;107.2;320.0;214.375
100290;10431;1;350;234.5;350.0;234.5
100599;10431;1;340;255;340.0;255.0
100407;10431;1;40;31.2;40.0;31.203125
101457;10431;2;90;67.5;180.0;135.0
100488;10431;1;200;156;200.0;156.0
100973;10431;2;500;355;1000.0;710.0
100607;10431;1;120;86.4;120.0;86.375
101370;10432;2;100;70;200.0;140.0
100276;10432;3;40;27.6;120.0;82.78125
100792;10432;1;160;107.2;160.0;107.1875
101035;10433;1;900;666;900.0;666.0
101457;10433;1;90;67.5;90.0;67.5
101270;10433;2;50;35;100.0;70.0
100488;10433;1;200;156;200.0;156.0
100978;10433;1;650;520;650.0;520.0
100792;10433;1;160;107.2;160.0;107.1875
100125;10433;2;60;39.6;120.0;79.1875
100844;10433;2;310;204.6;620.0;409.25
101370;10433;2;100;70;200.0;140.0
101002;10433;2;575;402.5;1150.0;805.0
100844;10434;1;310;204.6;310.0;204.625
100125;10434;2;60;39.6;120.0;79.1875
100190;10434;2;250;180;500.0;360.0
100276;10434;3;40;27.6;120.0;82.78125
100290;10434;1;350;234.5;350.0;234.5
101270;10434;3;50;35;150.0;105.0
100927;10434;2;180;135;360.0;270.0
101035;10435;1;900;666;900.0;666.0
100599;10435;1;340;255;340.0;255.0
100927;10436;2;180;135;360.0;270.0
101370;10436;2;100;70;200.0;140.0
100514;10436;1;175;134.75;175.0;134.75
101221;10436;4;40;26;160.0;104.0
101270;10437;1;50;35;50.0;35.0
100190;10437;2;250;180;500.0;360.0
100374;10437;1;110;74.8;110.0;74.8125
101176;10437;1;30;21.3;30.0;21.296875
100701;10437;2;170;122.4;340.0;244.75
100701;10438;2;170;122.4;340.0;244.75
100973;10438;1;500;355;500.0;355.0
101370;10438;1;100;70;100.0;70.0
100607;10438;2;120;86.4;240.0;172.75
101221;10439;4;40;26;160.0;104.0
101270;10439;4;50;35;200.0;140.0
101002;10439;2;575;402.5;1150.0;805.0
101176;10439;1;30;21.3;30.0;21.296875
100514;10439;1;175;134.75;175.0;134.75
100978;10439;2;650;520;1300.0;1040.0
101035;10440;1;900;666;900.0;666.0
101370;10440;2;100;70;200.0;140.0
100407;10440;1;40;31.2;40.0;31.203125
100978;10441;1;650;520;650.0;520.0
100701;10441;2;170;122.4;340.0;244.75
100374;10441;1;110;74.8;110.0;74.8125
100407;10441;2;40;31.2;80.0;62.40625
100190;10441;2;250;180;500.0;360.0
101176;10441;2;30;21.3;60.0;42.59375
101270;10441;4;50;35;200.0;140.0
100792;10442;2;160;107.2;320.0;214.375
101370;10442;1;100;70;100.0;70.0
100276;10442;3;40;27.6;120.0;82.78125
100927;10442;1;180;135;180.0;135.0
100548;10442;1;230;151.8;230.0;151.75
100190;10442;2;250;180;500.0;360.0
100599;10443;1;340;255;340.0;255.0
101002;10443;1;575;402.5;575.0;402.5
100290;10443;1;350;234.5;350.0;234.5
101114;10443;1;1100;803;1100.0;803.0
101457;10443;1;90;67.5;90.0;67.5
100844;10443;2;310;204.6;620.0;409.25
101002;10444;1;575;402.5;575.0;402.5
100190;10444;2;250;180;500.0;360.0
100407;10444;2;40;31.2;80.0;62.40625
101270;10444;1;50;35;50.0;35.0
100276;10444;2;40;27.6;80.0;55.1875
100927;10444;1;180;135;180.0;135.0
100599;10444;1;340;255;340.0;255.0
100607;10445;2;120;86.4;240.0;172.75
100276;10445;2;40;27.6;80.0;55.1875
101002;10445;2;575;402.5;1150.0;805.0
100599;10445;1;340;255;340.0;255.0
100701;10445;2;170;122.4;340.0;244.75
101270;10445;4;50;35;200.0;140.0
100190;10446;1;250;180;250.0;180.0
100607;10446;4;120;86.4;480.0;345.5
100514;10446;2;175;134.75;350.0;269.5
100599;10446;2;340;255;680.0;510.0
100844;10446;2;310;204.6;620.0;409.25
100488;10446;2;200;156;400.0;312.0
100978;10446;3;650;520;1950.0;1560.0
101370;10446;3;100;70;300.0;210.0
101176;10446;3;30;21.3;90.0;63.890625
100276;10446;4;40;27.6;160.0;110.375
101457;10446;1;90;67.5;90.0;67.5
100792;10446;1;160;107.2;160.0;107.1875
100290;10446;1;350;234.5;350.0;234.5
100973;10446;2;500;355;1000.0;710.0
101114;10446;2;1100;803;2200.0;1606.0
100548;10446;1;230;151.8;230.0;151.75
100701;10447;1;170;122.4;170.0;122.375
100548;10447;1;230;151.8;230.0;151.75
100374;10447;1;110;74.8;110.0;74.8125
101370;10447;1;100;70;100.0;70.0
101035;10447;1;900;666;900.0;666.0
100844;10447;1;310;204.6;310.0;204.625
100973;10447;1;500;355;500.0;355.0
100514;10447;1;175;134.75;175.0;134.75
100607;10447;1;120;86.4;120.0;86.375
100792;10447;1;160;107.2;160.0;107.1875
100488;10447;1;200;156;200.0;156.0
101002;10447;1;575;402.5;575.0;402.5
101176;10448;1;30;21.3;30.0;21.296875
101221;10448;2;40;26;80.0;52.0
101370;10448;2;100;70;200.0;140.0
100374;10449;1;110;74.8;110.0;74.8125
100792;10449;1;160;107.2;160.0;107.1875
100290;10449;1;350;234.5;350.0;234.5
100276;10449;3;40;27.6;120.0;82.78125
101035;10449;1;900;666;900.0;666.0
100701;10449;4;170;122.4;680.0;489.5
101002;10449;3;575;402.5;1725.0;1207.5
101457;10449;3;90;67.5;270.0;202.5
100407;10449;2;40;31.2;80.0;62.40625
100548;10449;2;230;151.8;460.0;303.5
100844;10449;3;310;204.6;930.0;613.875
101221;10449;3;40;26;120.0;78.0
100488;10449;2;200;156;400.0;312.0
100599;10449;1;340;255;340.0;255.0
101114;10449;2;1100;803;2200.0;1606.0
100514;10449;1;175;134.75;175.0;134.75
100125;10449;1;60;39.6;60.0;39.59375
100792;10450;3;160;107.2;480.0;321.5625
101035;10450;1;900;666;900.0;666.0
100190;10450;2;250;180;500.0;360.0
101457;10450;1;90;67.5;90.0;67.5
101370;10450;2;100;70;200.0;140.0
100548;10450;2;230;151.8;460.0;303.5
100599;10450;2;340;255;680.0;510.0
100276;10450;5;40;27.6;200.0;137.96875
100290;10450;1;350;234.5;350.0;234.5
100978;10451;2;650;520;1300.0;1040.0
101270;10451;3;50;35;150.0;105.0
101002;10451;2;575;402.5;1150.0;805.0
100844;10451;1;310;204.6;310.0;204.625
100927;10451;1;180;135;180.0;135.0
100701;10452;3;170;122.4;510.0;367.125
101457;10452;2;90;67.5;180.0;135.0
100548;10452;1;230;151.8;230.0;151.75
100607;10452;2;120;86.4;240.0;172.75
100973;10452;1;500;355;500.0;355.0
100488;10452;1;200;156;200.0;156.0
101176;10452;2;30;21.3;60.0;42.59375
100844;10452;1;310;204.6;310.0;204.625
101221;10452;6;40;26;240.0;156.0
101370;10452;3;100;70;300.0;210.0
100190;10452;3;250;180;750.0;540.0
101176;10453;6;30;21.3;180.0;127.78125
100844;10453;2;310;204.6;620.0;409.25
100290;10453;2;350;234.5;700.0;469.0
100276;10453;6;40;27.6;240.0;165.5625
101114;10453;1;1100;803;1100.0;803.0
100488;10453;1;200;156;200.0;156.0
100514;10453;1;175;134.75;175.0;134.75
100374;10453;1;110;74.8;110.0;74.8125
100190;10453;2;250;180;500.0;360.0
101221;10453;1;40;26;40.0;26.0
100599;10453;2;340;255;680.0;510.0
100407;10453;1;40;31.2;40.0;31.203125
100125;10453;1;60;39.6;60.0;39.59375
100548;10453;1;230;151.8;230.0;151.75
101221;10454;4;40;26;160.0;104.0
100190;10454;2;250;180;500.0;360.0
100599;10454;2;340;255;680.0;510.0
100701;10454;1;170;122.4;170.0;122.375
100125;10454;3;60;39.6;180.0;118.78125
101114;10454;1;1100;803;1100.0;803.0
100514;10454;1;175;134.75;175.0;134.75
100978;10454;2;650;520;1300.0;1040.0
101457;10454;1;90;67.5;90.0;67.5
100374;10454;1;110;74.8;110.0;74.8125
101370;10454;1;100;70;100.0;70.0
100844;10454;2;310;204.6;620.0;409.25
101002;10454;2;575;402.5;1150.0;805.0
100607;10454;2;120;86.4;240.0;172.75
100973;10454;1;500;355;500.0;355.0
100927;10454;4;180;135;720.0;540.0
100488;10454;2;200;156;400.0;312.0
100792;10454;4;160;107.2;640.0;428.75
101176;10454;2;30;21.3;60.0;42.59375
101002;10455;3;575;402.5;1725.0;1207.5
100973;10455;3;500;355;1500.0;1065.0
100125;10455;1;60;39.6;60.0;39.59375
100701;10455;3;170;122.4;510.0;367.125
101114;10455;1;1100;803;1100.0;803.0
100374;10455;2;110;74.8;220.0;149.625
100190;10455;3;250;180;750.0;540.0
100548;10455;2;230;151.8;460.0;303.5
100514;10455;2;175;134.75;350.0;269.5
101176;10455;6;30;21.3;180.0;127.78125
101457;10455;1;90;67.5;90.0;67.5
101176;10456;1;30;21.3;30.0;21.296875
100927;10456;2;180;135;360.0;270.0
101457;10456;1;90;67.5;90.0;67.5
100978;10456;1;650;520;650.0;520.0
100374;10457;1;110;74.8;110.0;74.8125
100978;10457;1;650;520;650.0;520.0
100488;10457;1;200;156;200.0;156.0
